timestamp,gpu_temperature,resolution,fps,gpu_load,cpu_load
2026-02-04 18:53:06.010,53.375,320,26.67,58.5,18.7
2026-02-04 18:53:06.517,53.375,320,26.98,72.0,19.6
2026-02-04 18:53:07.021,53.343,320,25.46,72.8,18.5
2026-02-04 18:53:07.528,53.625,320,27.23,64.0,19.1
2026-02-04 18:53:08.032,53.531,320,26.14,72.6,18.5
2026-02-04 18:53:08.538,53.625,320,27.14,76.8,19.0
2026-02-04 18:53:09.041,53.25,320,26.33,57.2,19.9
2026-02-04 18:53:09.548,53.468,320,26.39,74.7,20.0
2026-02-04 18:53:10.051,53.312,320,26.13,75.2,19.4
2026-02-04 18:53:10.558,53.625,320,25.10,61.2,19.4
2026-02-04 18:53:11.061,53.531,320,25.34,74.1,20.1
2026-02-04 18:53:11.567,53.343,320,26.65,58.7,21.2
2026-02-04 18:53:12.071,53.437,320,26.98,73.8,19.3
2026-02-04 18:53:12.578,53.343,320,25.87,64.7,19.8
2026-02-04 18:53:13.083,53.406,320,25.93,60.8,19.0
2026-02-04 18:53:13.589,53.562,320,27.26,59.5,19.0
2026-02-04 18:53:14.093,53.5,320,25.73,52.0,18.6
2026-02-04 18:53:14.599,53.406,320,26.81,76.1,19.6
2026-02-04 18:53:15.102,53.5,320,26.25,66.9,19.7
2026-02-04 18:53:15.609,53.375,320,25.21,63.8,19.7
2026-02-04 18:53:16.113,53.406,320,25.98,74.5,18.2
2026-02-04 18:53:16.620,53.656,320,26.04,61.2,20.6
2026-02-04 18:53:17.124,53.5,320,25.68,62.1,20.8
2026-02-04 18:53:17.631,53.593,320,25.85,72.7,20.1
2026-02-04 18:53:18.135,53.437,320,27.36,69.2,19.2
2026-02-04 18:53:18.642,53.375,320,26.01,53.7,18.3
2026-02-04 18:53:19.146,53.343,320,26.09,73.6,19.5
2026-02-04 18:53:19.653,53.406,320,26.81,73.6,18.1
2026-02-04 18:53:20.157,53.843,320,26.41,64.4,19.8
2026-02-04 18:53:20.666,53.406,320,24.74,54.5,18.7
2026-02-04 18:53:21.170,53.843,320,24.65,58.3,18.8
2026-02-04 18:53:21.678,53.593,320,25.46,72.1,19.1
2026-02-04 18:53:22.182,53.343,320,25.96,55.1,19.1
2026-02-04 18:53:22.688,53.531,320,27.18,58.1,20.2
2026-02-04 18:53:23.192,53.406,320,24.73,56.4,19.4
2026-02-04 18:53:23.699,53.343,320,26.87,68.0,18.7
2026-02-04 18:53:24.203,53.687,320,25.39,74.0,18.4
2026-02-04 18:53:24.710,53.312,320,26.67,77.6,18.9
2026-02-04 18:53:25.213,53.718,320,26.04,63.7,18.5
2026-02-04 18:53:25.720,53.531,320,26.35,64.9,18.2
2026-02-04 18:53:26.223,53.437,320,26.20,69.4,18.0
2026-02-04 18:53:26.731,53.406,320,26.88,76.6,19.2
2026-02-04 18:53:27.235,53.687,320,26.96,58.2,18.2
2026-02-04 18:53:27.742,53.281,320,24.19,75.3,18.2
2026-02-04 18:53:28.246,53.656,320,27.13,79.4,21.6
2026-02-04 18:53:28.752,53.562,320,26.23,55.8,20.5
2026-02-04 18:53:29.256,53.562,320,26.88,58.7,19.5
2026-02-04 18:53:29.762,53.593,320,26.77,78.1,19.7
2026-02-04 18:53:30.267,53.687,320,26.21,54.8,18.8
2026-02-04 18:53:30.774,53.375,320,25.01,55.7,18.0
2026-02-04 18:53:31.277,53.656,320,25.08,75.7,18.2
2026-02-04 18:53:31.784,53.531,320,25.00,56.0,17.3
2026-02-04 18:53:32.288,53.406,320,26.01,55.7,18.5
2026-02-04 18:53:32.795,53.468,320,25.64,55.1,18.7
2026-02-04 18:53:33.299,53.375,320,26.66,81.0,18.6
2026-02-04 18:53:33.805,53.343,320,26.92,72.7,18.8
2026-02-04 18:53:34.309,53.718,320,25.56,79.1,19.9
2026-02-04 18:53:34.815,53.375,320,27.33,64.5,18.8
2026-02-04 18:53:35.319,53.406,320,26.16,53.6,18.5
2026-02-04 18:53:35.826,53.468,320,26.64,59.2,18.2
2026-02-04 18:53:36.330,53.406,320,26.17,76.9,18.8
2026-02-04 18:53:36.836,53.343,320,25.66,78.3,19.0
2026-02-04 18:53:37.340,53.656,320,26.75,76.6,18.0
2026-02-04 18:53:37.846,53.312,320,26.06,53.6,19.3
2026-02-04 18:53:38.349,53.375,320,26.79,57.2,19.0
2026-02-04 18:53:38.856,53.468,320,24.47,76.6,19.4
2026-02-04 18:53:39.360,53.468,320,27.05,75.8,19.4
2026-02-04 18:53:39.866,53.406,320,25.86,76.5,20.7
2026-02-04 18:53:40.370,53.625,320,25.81,74.5,19.3
2026-02-04 18:53:40.876,53.468,320,24.94,54.8,21.1
2026-02-04 18:53:41.380,53.437,320,26.99,56.7,20.0
2026-02-04 18:53:41.886,53.5,320,25.99,60.9,18.3
2026-02-04 18:53:42.390,53.625,320,25.88,73.0,18.7
2026-02-04 18:53:42.897,53.406,320,26.75,73.9,18.9
2026-02-04 18:53:43.401,53.593,320,27.55,75.1,20.0
2026-02-04 18:53:43.908,53.906,320,26.68,68.3,18.8
2026-02-04 18:53:44.412,53.375,320,26.25,62.6,19.5
2026-02-04 18:53:44.918,53.562,320,25.98,68.7,18.7
2026-02-04 18:53:45.422,53.406,320,25.31,71.6,20.1
2026-02-04 18:53:45.928,53.875,320,25.44,74.2,19.0
2026-02-04 18:53:46.431,53.625,320,27.40,80.8,18.7
2026-02-04 18:53:46.938,53.468,320,26.88,64.5,19.6
2026-02-04 18:53:47.442,53.5,320,26.24,66.6,19.5
2026-02-04 18:53:47.948,53.593,320,25.86,79.1,18.4
2026-02-04 18:53:48.452,53.375,320,27.23,79.9,19.7
2026-02-04 18:53:48.959,53.812,320,26.11,57.1,19.2
2026-02-04 18:53:49.463,53.656,320,26.97,70.9,19.9
2026-02-04 18:53:49.970,53.812,320,26.27,79.5,19.6
2026-02-04 18:53:50.473,53.437,320,24.98,64.1,20.2
2026-02-04 18:53:50.979,53.468,320,26.07,68.4,20.3
2026-02-04 18:53:51.483,53.406,320,25.89,54.5,20.9
2026-02-04 18:53:51.990,53.843,320,27.25,78.0,19.9
2026-02-04 18:53:52.493,53.593,320,26.87,65.1,19.0
2026-02-04 18:53:52.997,53.562,320,27.34,58.4,18.9
2026-02-04 18:53:53.501,53.593,320,25.85,75.3,18.8
2026-02-04 18:53:54.007,53.875,320,26.29,63.6,18.7
2026-02-04 18:53:54.511,53.625,320,25.99,56.6,18.1
2026-02-04 18:53:55.017,53.468,320,24.83,81.3,17.5
2026-02-04 18:53:55.521,53.468,320,26.29,81.1,18.7
2026-02-04 18:53:56.029,53.5,320,26.91,80.5,18.3
2026-02-04 18:53:56.532,53.375,320,26.12,54.7,18.9
2026-02-04 18:53:57.039,53.687,320,25.57,61.5,19.1
2026-02-04 18:53:57.544,53.625,320,26.45,61.9,18.6
2026-02-04 18:53:58.050,53.843,320,25.34,72.8,19.8
2026-02-04 18:53:58.553,53.437,320,24.98,54.7,24.4
2026-02-04 18:53:59.060,53.562,320,24.89,66.8,25.0
2026-02-04 18:53:59.564,53.406,320,26.37,59.9,22.1
2026-02-04 18:54:00.070,53.812,320,25.69,54.8,18.0
2026-02-04 18:54:00.575,53.562,320,26.44,57.3,19.0
2026-02-04 18:54:01.081,53.718,320,26.57,69.2,18.2
2026-02-04 18:54:01.585,53.625,320,26.49,76.9,17.8
2026-02-04 18:54:02.092,53.531,320,25.49,59.8,17.7
